关键词,id,类型,标题,评分,评价人数,年份,简介,链接
Despicable Me 3,27065711,音乐,Despicable Me 3 (Original Motion Picture Soundtrack) ,7.4,148,2017,Various Artists / 原声 / 2017,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F27065711%2F&query=Despicable+Me+3&cat_id=1003&type=search&pos=5
Despicable Me 3,30170847,电影,神偷奶爸4 ,(尚未上映),,2024,原名:Despicable Me 4 / 凯尔·巴尔达 / 2024,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F30170847%2F&query=Despicable+Me+3&cat_id=1002&type=search&pos=6
Despicable Me 3,24861615,电影,卑鄙的我：慌乱的小黄人 3D ,8.3,1673,2012,原名:Despicable Me: Minion Mayhem 3D / 皮埃尔·柯芬 / 史蒂夫·卡瑞尔 / 2012,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F24861615%2F&query=Despicable+Me+3&cat_id=1002&type=search&pos=7
Despicable Me 3,30140027,电影,聚会的目的3 ,5.2,389,2018,原名:동창회의 목적 3 / 金柳妍 / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F30140027%2F&query=Despicable+Me+3&cat_id=1002&type=search&pos=8
Despicable Me 3,27077479,电影,招魂3 ,(尚未上映),,2020,原名:The Conjuring: The Devil Made Me Do It / 迈克尔·查维斯 / 维拉·法米加 / 2020,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F27077479%2F&query=Despicable+Me+3&cat_id=1002&type=search&pos=9
Despicable Me 3,26404869,电影,惊天魔盗团3 ,(尚未上映),,2020,原名:Now You See Me 3 / 朱浩伟 / 本尼迪克特·康伯巴奇 / 2020,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F26404869%2F&query=Despicable+Me+3&cat_id=1002&type=search&pos=10
Despicable Me 3,25750820,电影,宠物 ,9.0,22061,2013,原名:Puppy / 亚罗·切尼 / 皮埃尔·柯芬 / 2013,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F25750820%2F&query=Despicable+Me+3&cat_id=1002&type=search&pos=11
Despicable Me 3,26995787,电影,该死的歌德3 ,6.5,531,2017,原名:Fack ju Göhte 3 / 博拉·达格特肯 / 埃利亚斯·穆巴里克 / 2017,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F26995787%2F&query=Despicable+Me+3&cat_id=1002&type=search&pos=12
Despicable Me 3,25966180,电视剧,给我钱 第3季 ,8.5,2480,2014,原名:Show Me The Money 3 / 杨东根 / 2014,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F25966180%2F&query=Despicable+Me+3&cat_id=1002&type=search&pos=13
Despicable Me 3,3073638,电影,麻雀变王妃3 ,5.6,1567,2008,原名:The Prince and Me 3 / Branco Vukovic / 2008,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F3073638%2F&query=Despicable+Me+3&cat_id=1002&type=search&pos=14
Despicable Me 3,25750824,电影,辅助轮 ,8.5,17706,2013,原名:Training Wheels / 埃里克·法维拉 / 皮埃尔·柯芬 / 2013,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F25750824%2F&query=Despicable+Me+3&cat_id=1002&type=search&pos=15
Despicable Me 3,25750823,电影,收发室惊魂 ,8.1,16761,2013,原名:Panic in the Mailroom / 法布里斯·朱伯特 / 皮埃尔·柯芬 / 2013,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F25750823%2F&query=Despicable+Me+3&cat_id=1002&type=search&pos=16
Despicable Me 3,24858735,游戏,卑鄙的我：小黄人快跑 Despicable Me: Minion Rush,7.4,595,,游戏 / 横版过关 / 动作 iPhone / iPad / Android / Windows Phone,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fgame%2F24858735%2F&query=Despicable+Me+3&cat_id=3114&type=search&pos=17
Despicable Me 3,4848610,电视剧,千谎百计  第三季 ,8.1,25688,2010,原名:Lie to Me  / 罗伯特·斯文克 / 蒂姆·罗斯 / 2010,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F4848610%2F&query=Despicable+Me+3&cat_id=1002&type=search&pos=18
Despicable Me 3,6798591,音乐,The Ghost You Gave To Me ,6.6,10,2011,3 / 摇滚 / 2011,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F6798591%2F&query=Despicable+Me+3&cat_id=1003&type=search&pos=19
Despicable Me 3,6822755,,Despicable Me,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F6822755%2F&query=Despicable+Me+3&cat_id=&type=search&pos=0
Despicable Me 3,2333391,,Despicable Me,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2Fserein05%2F&query=Despicable+Me+3&cat_id=&type=search&pos=1
Despicable Me 3,52838702,,despicable me.,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2Fkristin0711%2F&query=Despicable+Me+3&cat_id=&type=search&pos=2
Despicable Me 3,83855489,,Despicable Me,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F83855489%2F&query=Despicable+Me+3&cat_id=&type=search&pos=3
Despicable Me 3,53109911,,Despicable.Me,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F53109911%2F&query=Despicable+Me+3&cat_id=&type=search&pos=4
Despicable Me 3,637890519,日记,Despicable Me 3(2017)神偷奶爸3_中文字幕下载,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F637890519%2F&query=Despicable+Me+3&cat_id=1015&type=search&pos=0
Despicable Me 3,643911945,日记,Screen shot - Despicable Me 3,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F643911945%2F&query=Despicable+Me+3&cat_id=1015&type=search&pos=1
Despicable Me 3,380104455,日记,卑鄙的我,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F380104455%2F&query=Despicable+Me+3&cat_id=1015&type=search&pos=2
Despicable Me 3,651752077,日记,2017 观影小结－勤劳如“他”,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F651752077%2F&query=Despicable+Me+3&cat_id=1015&type=search&pos=3
Despicable Me 3,131307816,日记,2010奥斯卡提名预测,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F131307816%2F&query=Despicable+Me+3&cat_id=1015&type=search&pos=4
Jumanji: Welcome to the Jungle,26586766,电影,勇敢者游戏：决战丛林 ,6.9,167420,2017,原名:Jumanji: Welcome to the Jungle / 杰克·卡斯丹 / 道恩·强森 / 2017,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F26586766%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1002&type=search&pos=0
Jumanji: Welcome to the Jungle,27594525,音乐,Jumanji: Welcome to the Jungle (Original Motion Picture Soundtrack) ,5.8,41,2017,Henry Jackman / 原声 / 2017,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F27594525%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1003&type=search&pos=1
Jumanji: Welcome to the Jungle,33563659,音乐,Jumanji: Welcome to the Jungle (Original Motion Picture Soundtrack) ,(评价人数不足),,2017,Henry Jackman / 原声 / 2017,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F33563659%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1003&type=search&pos=2
Jumanji: Welcome to the Jungle,10486469,电影,欢迎来到丛林 ,4.8,423,2013,原名:Welcome to the Jungle / 罗布·梅尔策 / 尚格·云顿 / 2013,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F10486469%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1002&type=search&pos=3
Jumanji: Welcome to the Jungle,2299851,电影,欢迎来到丛林 ,5.1,57,2007,原名:Welcome to the Jungle / 乔纳森·汉斯雷 / Veronica Sywak / 2007,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F2299851%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1002&type=search&pos=4
Jumanji: Welcome to the Jungle,6435936,电影,双雄 ,5.9,6736,2013,原名:Welcome to the Punch / 伊兰·克里维 / 詹姆斯·麦卡沃伊 / 2013,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F6435936%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1002&type=search&pos=5
Jumanji: Welcome to the Jungle,1306713,电影,丛林奇兵 ,6.8,9507,2003,原名:The Rundown / 彼得·博格 / 道恩·强森 / 2003,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1306713%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1002&type=search&pos=6
Jumanji: Welcome to the Jungle,2980581,电影,欢迎来到利雷家 ,7.4,5808,2010,原名:Welcome to the Rileys / 杰克·斯科特 / 詹姆斯·甘多菲尼 / 2010,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F2980581%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1002&type=search&pos=7
Jumanji: Welcome to the Jungle,26369709,电影,欢迎来到马文镇 ,6.4,1460,2018,原名:Welcome to Marwen / 罗伯特·泽米吉斯 / 史蒂夫·卡瑞尔 / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F26369709%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1002&type=search&pos=8
Jumanji: Welcome to the Jungle,1303955,电影,欢迎光临娃娃屋 ,7.9,997,1995,原名:Welcome to the Dollhouse / 托德·索伦兹 / 希瑟·玛塔拉佐 / 1995,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1303955%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1002&type=search&pos=9
Jumanji: Welcome to the Jungle,1937337,电影,枪炮玫瑰世纪精选MV ,9.3,338,1998,原名:Guns N' Roses: Welcome to the Videos / 奈杰尔·迪克 / Matt Sorum / 1998,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1937337%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1002&type=search&pos=10
Jumanji: Welcome to the Jungle,27099825,电视剧,欢迎来到韦恩公寓 第一季 ,(暂无评分),,2017,原名:Welcome to the Wayne / 阿兰娜·乌巴赫 / 2017,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F27099825%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1002&type=search&pos=11
Jumanji: Welcome to the Jungle,34803834,电影,恐怖雨林 ,(暂无评分),,2020,原名:Terrible Jungle / 凯瑟琳·德纳芙 / 2020,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F34803834%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1002&type=search&pos=12
Jumanji: Welcome to the Jungle,26836588,电影,生门 ,8.8,22111,2016,原名:生门 / 陈为军 / 李家福 / 2016,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F26836588%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1002&type=search&pos=13
Jumanji: Welcome to the Jungle,10493931,电影,欢迎来到霍克斯福德 ,7.5,60,2011,原名:Welcome to Hoxford: The Fan Film / 杰森·弗莱明 / 2011,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F10493931%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1002&type=search&pos=14
Jumanji: Welcome to the Jungle,27063867,电影,逗爱熊仁镇 ,4.8,3270,2019,原名:逗爱熊仁镇 / 查慕春 / 朱亚文 / 2019,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F27063867%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1002&type=search&pos=15
Jumanji: Welcome to the Jungle,1776124,电影,幕间休息 ,5.5,300,2003,原名:Welcome to the Show / 唐·赫兹菲尔德 / 唐·赫兹菲尔德 / 2003,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1776124%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1002&type=search&pos=16
Jumanji: Welcome to the Jungle,2347277,电视剧,高朋满座 ,7.2,540,2006,原名:高朋满座 / 罗永贤 / 郑丹瑞 / 2006,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F2347277%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1002&type=search&pos=17
Jumanji: Welcome to the Jungle,24695875,电视剧,难得一家缘 ,6.7,190,2013,原名:Welcome to the Family / 迈克·奥麦利 / 2013,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F24695875%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1002&type=search&pos=18
Jumanji: Welcome to the Jungle,2988103,电影,欢迎来北方 ,8.1,26169,2008,原名:Bienvenue chez les Ch'tis / 丹尼·伯恩 / 凯德·麦拉德 / 2008,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F2988103%2F&query=Jumanji%3A+Welcome+to+the+Jungle&cat_id=1002&type=search&pos=19
Spider-Man: Homecoming,24753477,电影,蜘蛛侠：英雄归来 ,7.4,351904,2017,原名:Spider-Man: Homecoming / 乔·沃茨 / 汤姆·赫兰德 / 2017,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F24753477%2F&query=Spider-Man%3A+Homecoming&cat_id=1002&type=search&pos=0
Spider-Man: Homecoming,34851459,电影,《蜘蛛侠：英雄远征》：纠结之网 ,(暂无评分),,2017,原名:Spider-Man: Homecoming - A Tangled Web / 凯文·费奇 / 2017,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F34851459%2F&query=Spider-Man%3A+Homecoming&cat_id=1002&type=search&pos=1
Spider-Man: Homecoming,27042002,音乐,Spider-Man: Homecoming (Music from the Motion Picture) ,6.7,212,2017,迈克·吉亚奇诺 Michael Giacchino / 原声 / 2017,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F27042002%2F&query=Spider-Man%3A+Homecoming&cat_id=1003&type=search&pos=2
Spider-Man: Homecoming,33807619,音乐,Spider-Man: Homecoming (Original Motion Picture Soundtrack) ,(目前无人评价),,2017,Michael Giacchino / 原声 / 2017,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F33807619%2F&query=Spider-Man%3A+Homecoming&cat_id=1003&type=search&pos=3
Spider-Man: Homecoming,33443783,书籍,Spider-Man: Homecoming ,(评价人数不足),,2019,美国漫威公司 / 华东理工大学出版社 / 2019,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F33443783%2F&query=Spider-Man%3A+Homecoming&cat_id=1001&type=search&pos=4
Spider-Man: Homecoming,33044364,书籍,Spider-Man: Homecoming Meet Spidey ,(目前无人评价),,,,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F33044364%2F&query=Spider-Man%3A+Homecoming&cat_id=1001&type=search&pos=5
Spider-Man: Homecoming,34818878,书籍,大电影双语阅读. Spider-Man: Homecoming 蜘蛛侠：英雄归来(赠英文音频、电 ,(目前无人评价),,2019,美国漫威公司 / 华东理工大学出版社 / 2019,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F34818878%2F&query=Spider-Man%3A+Homecoming&cat_id=1001&type=search&pos=6
Spider-Man: Homecoming,34855961,电影,《蜘蛛侠英雄归来》：蜘蛛侠的好坏处 ,(暂无评分),,2017,"原名:Spider-Man: Homecoming, Pros and Cons of Spider-Man / 雅各布·巴特朗 / 2017",https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F34855961%2F&query=Spider-Man%3A+Homecoming&cat_id=1002&type=search&pos=7
Spider-Man: Homecoming,34853426,电影,《蜘蛛侠英雄归来》：寻找蜘蛛侠 ,(暂无评分),,2017,"原名:Spider-Man: Homecoming, searching for Spider-Man / 小罗伯特·唐尼 / 2017",https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F34853426%2F&query=Spider-Man%3A+Homecoming&cat_id=1002&type=search&pos=8
Spider-Man: Homecoming,34852149,电影,《蜘蛛侠：英雄归来》大战后 ,(暂无评分),,2017,"原名:Spider-Man: Homecoming, Aftermath / 迈克尔·切鲁斯 / 2017",https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F34852149%2F&query=Spider-Man%3A+Homecoming&cat_id=1002&type=search&pos=9
