关键词,id,类型,标题,评分,评价人数,年份,简介,链接
Avengers: Infinity War,6144181,书籍,Avengers & the Infinity Gauntlet ,(评价人数不足),,2011,"Clevinger, Brian / 2011",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F6144181%2F&query=Avengers%3A+Infinity+War&cat_id=1001&type=search&pos=10
Avengers: Infinity War,20018079,书籍,Avengers Infinity Classic ,(目前无人评价),,2013,"Stern, Roger / 2013",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F20018079%2F&query=Avengers%3A+Infinity+War&cat_id=1001&type=search&pos=11
Avengers: Infinity War,25755607,电视剧,天雷争霸：复仇者联盟 ,4.8,178,2014,原名:ディスク・ウォーズ：アベンジャーズ / 小村敏明 / 斋贺光希 / 2014,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F25755607%2F&query=Avengers%3A+Infinity+War&cat_id=1002&type=search&pos=12
Avengers: Infinity War,25818388,书籍,"New Avengers, Vol. 2 ",(评价人数不足),,2014,Jonathan Hickman / Marvel / 2014,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F25818388%2F&query=Avengers%3A+Infinity+War&cat_id=1001&type=search&pos=13
Avengers: Infinity War,25818387,书籍,"Avengers, Vol. 4 ",(评价人数不足),,2014,Jonathan Hickma / Marvel / 2014,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F25818387%2F&query=Avengers%3A+Infinity+War&cat_id=1001&type=search&pos=14
Avengers: Infinity War,24767644,书籍,"Avengers, Vol. 3 ",(评价人数不足),,2013,Jonathan Hickman / Marvel / 2013,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F24767644%2F&query=Avengers%3A+Infinity+War&cat_id=1001&type=search&pos=15
Avengers: Infinity War,26391904,书籍,Avengers Volume 3 ,(目前无人评价),,2014,Jonathan Hickman / Marvel / 2014,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F26391904%2F&query=Avengers%3A+Infinity+War&cat_id=1001&type=search&pos=16
Avengers: Infinity War,26391903,书籍,Avengers Volume 4 ,(目前无人评价),,2014,Jonathan Hickman / Marvel / 2014,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F26391903%2F&query=Avengers%3A+Infinity+War&cat_id=1001&type=search&pos=17
Avengers: Infinity War,26971393,书籍,"New Avengers, Vol. 2 ",(目前无人评价),,2014,Jonathan Hickman / Marvel / 2014,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F26971393%2F&query=Avengers%3A+Infinity+War&cat_id=1001&type=search&pos=18
Avengers: Infinity War,25847935,音乐,remix war vol.2 ,(目前无人评价),,2011,AgileDash / 电子 / 2011,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F25847935%2F&query=Avengers%3A+Infinity+War&cat_id=1003&type=search&pos=19
Avengers: Infinity War,667212808,日记,复仇者联盟3：无限战争（Avengers: Infinity War ）：...,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F667212808%2F&query=Avengers%3A+Infinity+War&cat_id=1015&type=search&pos=0
Avengers: Infinity War,702405990,日记,2018观影小结 － 勤劳如“他”,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F702405990%2F&query=Avengers%3A+Infinity+War&cat_id=1015&type=search&pos=1
Avengers: Infinity War,741104914,日记,周传基网站（更新中）,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F741104914%2F&query=Avengers%3A+Infinity+War&cat_id=1015&type=search&pos=2
Avengers: Infinity War,686664906,日记,漫威电影汇总（非常全！更新至2018）,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F686664906%2F&query=Avengers%3A+Infinity+War&cat_id=1015&type=search&pos=3
Avengers: Infinity War,747761593,日记,我的2019电影Top 10,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F747761593%2F&query=Avengers%3A+Infinity+War&cat_id=1015&type=search&pos=4
Black Panther,6390825,电影,黑豹 ,6.5,371065,2018,原名:Black Panther / 瑞恩·库格勒 / 查德维克·博斯曼 / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F6390825%2F&query=Black+Panther&cat_id=1002&type=search&pos=0
Black Panther,30167997,电影,黑豹2 ,(尚未上映),,2022,原名:Black Panther 2 / 瑞恩·库格勒 / 查德维克·博斯曼 / 2022,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F30167997%2F&query=Black+Panther&cat_id=1002&type=search&pos=1
Black Panther,3837687,电视剧,黑豹 ,(暂无评分),,2010,原名:Black Panther / 吉儿·斯科特 / 2010,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F3837687%2F&query=Black+Panther&cat_id=1002&type=search&pos=2
Black Panther,30227134,电影,乐高漫威超级英雄 黑豹：瓦坎达危机 ,(暂无评分),,2018,原名:LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda / 科斯顿·约翰 / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F30227134%2F&query=Black+Panther&cat_id=1002&type=search&pos=3
Black Panther,5053176,电影,The Black Panther ,(暂无评分),,1977,原名:The Black Panther / 大卫·斯威夫特 / 1977,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F5053176%2F&query=Black+Panther&cat_id=1002&type=search&pos=4
Black Panther,26879299,电影,死侍与黑豹：回到红与黑 ,(暂无评分),,2014,原名:DeadPool Black Panther Back in Red & Black / 布拉德·加内特 / 2014,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F26879299%2F&query=Black+Panther&cat_id=1002&type=search&pos=5
Black Panther,30166583,音乐,Black Panther (Original Score) ,8.0,178,2018,Ludwig Göransson / 原声 / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F30166583%2F&query=Black+Panther&cat_id=1003&type=search&pos=6
Black Panther,4734055,音乐,Black Panther Metal ,(评价人数不足),,2007,Sorg Uten Tårer / 2007,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F4734055%2F&query=Black+Panther&cat_id=1003&type=search&pos=7
Black Panther,5361112,音乐,Black Panther Stylee EP ,(评价人数不足),,1993,Culture Productions / 1993,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F5361112%2F&query=Black+Panther&cat_id=1003&type=search&pos=8
Black Panther,2140654,音乐,"Black & Proud: The Soul of the Black Panther Era, Vol. 1 ",(评价人数不足),,2005,Various Artists / 2005,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F2140654%2F&query=Black+Panther&cat_id=1003&type=search&pos=9
Black Panther,4193321,音乐,"Black & Proud: The Soul of the Black Panther Era, Vol. 2 ",(评价人数不足),,2005,Various Artists / 2005,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F4193321%2F&query=Black+Panther&cat_id=1003&type=search&pos=10
Black Panther,1810368,音乐,"Sabac Sabacolypse a Change Gon' Come: Intro, Organize, Positive (Sabac) & Negative (Necro) with Dj Eclipse and Cenophia Mitchell, Revelation 1 Feat. Jamal Joseph of the Black Panther Party, Protest Music, Bac's Anthem, Fight Until the End Feat. Immortal T ",(目前无人评价),,,,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F1810368%2F&query=Black+Panther&cat_id=1003&type=search&pos=11
Black Panther,26272754,音乐,Black Panther ,(目前无人评价),,2007,Andrew Liles / 2007,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F26272754%2F&query=Black+Panther&cat_id=1003&type=search&pos=12
Black Panther,26272002,音乐,Black Panther ,(评价人数不足),,,Trigger,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F26272002%2F&query=Black+Panther&cat_id=1003&type=search&pos=13
Black Panther,5234308,音乐,Black & Proud 2: Soul of Black Panther Era ,(目前无人评价),,2006,Various Artists / 2006,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F5234308%2F&query=Black+Panther&cat_id=1003&type=search&pos=14
Black Panther,3820459,音乐,"Black & Proud: The Soul of the Black Panther Era, Vol. 1 ",(目前无人评价),,2006,Various Artists / 2006,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F3820459%2F&query=Black+Panther&cat_id=1003&type=search&pos=15
Black Panther,33469424,音乐,Black Panther (Dusty & Groovy - Adventures Of A Record Collection) ,(目前无人评价),,2016,Arthur Big Boy Crudup / 流行 / 2016,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F33469424%2F&query=Black+Panther&cat_id=1003&type=search&pos=16
Black Panther,33903924,音乐,Black Panther ,(目前无人评价),,2018,Joe La Viola Trio / 爵士 / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F33903924%2F&query=Black+Panther&cat_id=1003&type=search&pos=17
Black Panther,34357800,音乐,Black Panther ,(目前无人评价),,2019,Yared / 电子 / 2019,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F34357800%2F&query=Black+Panther&cat_id=1003&type=search&pos=18
Black Panther,34130422,音乐,Black Panther ,(评价人数不足),,2018,Lady Leshurr / 说唱 / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F34130422%2F&query=Black+Panther&cat_id=1003&type=search&pos=19
Black Panther,3994119,,Black Panther,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2Fyingwuyi%2F&query=Black+Panther&cat_id=&type=search&pos=0
Black Panther,192124337,,Black Panther,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F192124337%2F&query=Black+Panther&cat_id=&type=search&pos=1
Black Panther,51279872,,Black_Panther,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F51279872%2F&query=Black+Panther&cat_id=&type=search&pos=2
Black Panther,146860611,,Black panther,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F146860611%2F&query=Black+Panther&cat_id=&type=search&pos=3
Black Panther,175370607,,Black Panther,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F175370607%2F&query=Black+Panther&cat_id=&type=search&pos=4
Black Panther,660247616,日记,和肾神一起看black panther,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F660247616%2F&query=Black+Panther&cat_id=1015&type=search&pos=0
Black Panther,657397073,日记,[spoiler alert] a few thoughts about black panther...,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F657397073%2F&query=Black+Panther&cat_id=1015&type=search&pos=1
Black Panther,705464779,日记,Black Panther (2018),,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F705464779%2F&query=Black+Panther&cat_id=1015&type=search&pos=2
Black Panther,606833390,日记,【inside】Black Panther’s Record-Breaking Opening...,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F606833390%2F&query=Black+Panther&cat_id=1015&type=search&pos=3
Black Panther,669426470,日记,黑豹(Black Panther),,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F669426470%2F&query=Black+Panther&cat_id=1015&type=search&pos=4
Jurassic World: Fallen Kingdom,26416062,电影,侏罗纪世界2 ,6.7,312583,2018,原名:Jurassic World: Fallen Kingdom / J·A·巴亚纳 / 克里斯·帕拉特 / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F26416062%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1002&type=search&pos=0
Jurassic World: Fallen Kingdom,30238036,音乐,Jurassic World: Fallen Kingdom (Original Motion Picture Soundtrack) ,6.4,84,2018,迈克·吉亚奇诺 Michael Giacchino / 原声 / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F30238036%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1003&type=search&pos=1
Jurassic World: Fallen Kingdom,33000436,书籍,Jurassic World: Fallen Kingdom Adult Coloring Book ,(目前无人评价),,,,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F33000436%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1001&type=search&pos=2
Jurassic World: Fallen Kingdom,10440138,电影,侏罗纪世界 ,7.7,331659,2015,原名:Jurassic World / 科林·特雷沃罗 / 克里斯·帕拉特 / 2015,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F10440138%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1002&type=search&pos=3
Jurassic World: Fallen Kingdom,1293702,电影,侏罗纪公园2：失落的世界 ,7.6,112871,1997,原名:The Lost World: Jurassic Park / 史蒂文·斯皮尔伯格 / 杰夫·高布伦 / 1997,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1293702%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1002&type=search&pos=4
Jurassic World: Fallen Kingdom,26873582,电影,侏罗纪世界3：统治 ,(尚未上映),,2021,原名:Jurassic World: Dominion / 科林·特雷沃罗 / 克里斯·帕拉特 / 2021,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F26873582%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1002&type=search&pos=5
Jurassic World: Fallen Kingdom,34931898,电视剧,乐高侏罗纪世界：努布拉岛的传说 第一季 ,(暂无评分),,2019,原名:Lego Jurassic World: Legend of Isla Nublar / Kendall Cunningham / 布瑞特·麦考利普 / 2019,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F34931898%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1002&type=search&pos=6
Jurassic World: Fallen Kingdom,26883254,电视剧,乐高侏罗纪世界：I-Rex大逃脱 ,(暂无评分),,2016,原名:Lego Jurassic World: The Indominus Escape / 森德希·拉玛莫西 / 2016,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F26883254%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1002&type=search&pos=7
Jurassic World: Fallen Kingdom,33715822,电视剧,侏罗纪世界：白垩纪营地 ,(尚未播出),,2020,原名:Jurassic World: Camp Cretaceous /  / 2020,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F33715822%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1002&type=search&pos=8
Jurassic World: Fallen Kingdom,30297098,电影,真菌如何造就世界 ,(暂无评分),,2018,原名:The Kingdom: How Fungi Made Our World /  / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F30297098%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1002&type=search&pos=9
Jurassic World: Fallen Kingdom,33007596,书籍,Dinosaur Rescue! (Jurassic World: Fallen Kingdom) ,(目前无人评价),,,,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F33007596%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1001&type=search&pos=10
Jurassic World: Fallen Kingdom,31149293,书籍,【预订】Jurassic World: Fallen Kingdom: Raptor Rescue ,(目前无人评价),,,,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F31149293%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1001&type=search&pos=11
Jurassic World: Fallen Kingdom,4296165,电视剧,动物世界 ,9.1,1962,1968,原名:Animal World / 弗雷德·R·克鲁格 / 比尔·伯鲁德 / 1968,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F4296165%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1002&type=search&pos=12
Jurassic World: Fallen Kingdom,12489872,书籍,Memoirs of the Geology Survey of the United Kingdom - The Jurassic Rocks of Britain Volume III ,(目前无人评价),,2010,"Woodward, Horace Bolingbroke / 2010",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F12489872%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1001&type=search&pos=13
Jurassic World: Fallen Kingdom,32979543,书籍,Memoirs of the Geological Survey of the United Kingdom: The Jurassic Rocks of Britain; The Lower Oolitic Rocks of England (Yorkshire Excepted) (Classic Reprint) ,(目前无人评价),,,,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F32979543%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1001&type=search&pos=14
Jurassic World: Fallen Kingdom,26391259,音乐,Jurassic World (Original Motion Picture Soundtrack) ,6.7,134,2015,Michael Giacchino / 原声 / 2015,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F26391259%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1003&type=search&pos=15
Jurassic World: Fallen Kingdom,1468796,音乐,The Lost World: Jurassic Park - Original Motion Picture Soundtrack ,6.7,56,1997,John Williams / 原声 / 1997,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F1468796%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1003&type=search&pos=16
Jurassic World: Fallen Kingdom,1903623,音乐,The Lost World: Jurassic Park (Video Game Soundtrack) ,(评价人数不足),,1998,Michael Giacchino / 1998,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F1903623%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1003&type=search&pos=17
Jurassic World: Fallen Kingdom,26666010,音乐,JURASSIC WORLD - ORIGINAL MOTION PICTURE SOUNDTRACK [VINYL] ,(评价人数不足),,2015,Michael Giachinno / 2015,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F26666010%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1003&type=search&pos=18
Jurassic World: Fallen Kingdom,33939204,音乐,My Uncle Works in a Dinosaur Factory (Jurassic World Evolution: Secrets of Dr. Wu Song) ,(目前无人评价),,2018,Dan Bull / 说唱 / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F33939204%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1003&type=search&pos=19
Jurassic World: Fallen Kingdom,176519215,,Jurassic World,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F176519215%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=&type=search&pos=0
Jurassic World: Fallen Kingdom,146110724,,Jurassic丶,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F146110724%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=&type=search&pos=1
Jurassic World: Fallen Kingdom,103322155,,hello world,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F103322155%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=&type=search&pos=2
Jurassic World: Fallen Kingdom,109970367,,My lost world,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F109970367%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=&type=search&pos=3
Jurassic World: Fallen Kingdom,2941641,,yawei_world,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2Fyawei_world%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=&type=search&pos=4
Jurassic World: Fallen Kingdom,682486944,日记,Jurassic World：Fallen Kingdom,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F682486944%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1015&type=search&pos=0
Jurassic World: Fallen Kingdom,242299577,日记,【召唤师战争】亡灵族（FALLEN KINGDOM)兵种及战术解析,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F242299577%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1015&type=search&pos=1
Jurassic World: Fallen Kingdom,547072351,日记,Jurassic World,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F547072351%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1015&type=search&pos=2
Jurassic World: Fallen Kingdom,503553859,日记,Jurassic World,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F503553859%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1015&type=search&pos=3
Jurassic World: Fallen Kingdom,271750271,日记,LKDC-043-2 侏罗纪公园 2:失落的世界 Jurassic Park 2...,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F271750271%2F&query=Jurassic+World%3A+Fallen+Kingdom&cat_id=1015&type=search&pos=4
Incredibles 2,25849049,电影,超人总动员2 ,7.9,211489,2018,原名:Incredibles 2 / 布拉德·伯德 / 格雷格·T·尼尔森 / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F25849049%2F&query=Incredibles+2&cat_id=1002&type=search&pos=0
Incredibles 2,30234729,音乐,Incredibles 2 ,7.7,99,2018,迈克·吉亚奇诺 Michael Giacchino / 原声 / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F30234729%2F&query=Incredibles+2&cat_id=1003&type=search&pos=1
Incredibles 2,30253791,音乐,Incredibles 2 (Original Motion Picture Soundtrack) ,7.7,11,2018,Michael Giacchino / 原声 / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F30253791%2F&query=Incredibles+2&cat_id=1003&type=search&pos=2
Incredibles 2,30125177,书籍,Disney/Pixar the Incredibles 2 ,(目前无人评价),,2018,Disney/Pixar / Joe Books Ltd / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F30125177%2F&query=Incredibles+2&cat_id=1001&type=search&pos=3
Incredibles 2,32861388,书籍,Conditionals with Disney Pixar Incredibles 2 ,(目前无人评价),,,,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F32861388%2F&query=Incredibles+2&cat_id=1001&type=search&pos=4
Incredibles 2,27607240,书籍,The Art of Incredibles 2 ,(评价人数不足),,2018,Chronicle Books / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F27607240%2F&query=Incredibles+2&cat_id=1001&type=search&pos=5
Incredibles 2,30577350,书籍,迪士尼大电影双语阅读.超人总动员2 Incredibles 2 ,(目前无人评价),,,,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F30577350%2F&query=Incredibles+2&cat_id=1001&type=search&pos=6
Incredibles 2,33212218,书籍,Incredibles 2 Little Golden Book (Disney/Pixar Incredibles 2) ,(评价人数不足),,,,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F33212218%2F&query=Incredibles+2&cat_id=1001&type=search&pos=7
Incredibles 2,1866475,电影,无敌浩克 ,7.0,175823,2008,原名:The Incredible Hulk / 路易斯·莱特里尔 / 爱德华·诺顿 / 2008,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1866475%2F&query=Incredibles+2&cat_id=1002&type=search&pos=8
Incredibles 2,32736412,书籍,The Incredi-Files (Disney/Pixar The Incredibles 2) ,(目前无人评价),,,,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F32736412%2F&query=Incredibles+2&cat_id=1001&type=search&pos=9
